ENCUESTA;PREGUNTA;RESPUESTA;CORRECTA;PAIS
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;a. En el trabajo;SI;Albania
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;a. En el trabajo;SI;Bahrain
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;a. En el trabajo;SI;Belize
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;a. En el trabajo;SI;Bhutan
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Brunei
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Afghanistan
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Australia
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Bangladesh
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Barbados
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;b. En la universidad;NO;Benin
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Algeria
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Andorra
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Angola
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Antigua y Barbuda
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Argentina
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Austria
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Bahamas
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;c.En su casa;NO;Belgica
Encuesta de Inspiracion;¿Donde estaba usted cuando tuvo la experiencia?;d. En cualquier parte;NO;Bolivia
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Brasil
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Albania
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Antigua y Barbuda
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Australia
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Bahrain
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Belgica
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Belize
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Benin
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Bhutan
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;a. Todo el tiempo;SI;Bolivia
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;b. Mas de un dia;NO;Brunei
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;b. Mas de un dia;NO;Algeria
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;b. Mas de un dia;NO;Andorra
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;b. Mas de un dia;NO;Argentina
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;b. Mas de un dia;NO;Bangladesh
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;c. Un dia;NO;Afghanistan
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;c. Un dia;NO;Angola
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;c. Un dia;NO;Austria
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;c. Un dia;NO;Bahamas
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;c. Un dia;NO;Barbados
Encuesta de Inspiracion;Estime cuanto tiempo duro la experiencia.;d. Menos de un dia;NO;
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Brasil
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Albania
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Andorra
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Antigua y Barbuda
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Australia
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Bahrain
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Belgica
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Bhutan
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;a. Investigacion;SI;Bolivia
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;b. Estuidio;NO;Brunei
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;b. Estuidio;NO;Algeria
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;b. Estuidio;NO;Argentina
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;b. Estuidio;NO;Bangladesh
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;b. Estuidio;NO;Belize
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Afghanistan
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Angola
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Austria
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Bahamas
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Barbados
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;c. Imaginacion;NO;Benin
Encuesta de Inspiracion;Seniale uno de los datos que sigue para indicar el proceso de invencion;d. Nada;NO;
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Afghanistan
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Andorra
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Antigua y Barbuda
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Australia
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Bahrain
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;a. No importa;NO;Benin
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;b. Lluvioso;NO;Albania
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;b. Lluvioso;NO;Argentina
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;b. Lluvioso;NO;Bangladesh
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;b. Lluvioso;NO;Bhutan
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Brasil
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Brunei
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Algeria
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Angola
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Austria
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Bahamas
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Barbados
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Belgica
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Belize
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;c. Nublado;NO;Bolivia
Encuesta de Inspiracion;¿Cual era la condicion del ambiente cuando inventa?;d. Caluroso;NO;
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Afghanistan
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Andorra
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Antigua y Barbuda
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Austria
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Belize
Encuesta de Inspiracion;¿cual era su estado de animo?;a. Indiferente;NO;Bolivia
Encuesta de Inspiracion;¿cual era su estado de animo?;b. euforico;NO;Albania
Encuesta de Inspiracion;¿cual era su estado de animo?;b. euforico;NO;Bahamas
Encuesta de Inspiracion;¿cual era su estado de animo?;b. euforico;NO;Bangladesh
Encuesta de Inspiracion;¿cual era su estado de animo?;b. euforico;NO;Benin
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Brasil
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Brunei
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Algeria
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Angola
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Argentina
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Australia
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Bahrain
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Barbados
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Belgica
Encuesta de Inspiracion;¿cual era su estado de animo?;c.Deprimido;NO;Bhutan
Encuesta de Inspiracion;¿cual era su estado de animo?;d.Sorprendido;NO;
Encuesta de Inspiracion;¿Que si­ntomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Brunei
Encuesta de Inspiracion;¿Que si­ntomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Afghanistan
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Albania
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Andorra
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Antigua y Barbuda
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Argentina
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Australia
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Austria
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Bahrain
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Barbados
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Belgica
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Belize
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;a. Ninguno;SI;Bolivia
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;b.Door de cabeza;NO;Bahamas
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;b.Door de cabeza;NO;Bangladesh
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;b.Door de cabeza;NO;Benin
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;c. Cansancio;NO;Brasil
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;c. Cansancio;NO;Algeria
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;c. Cansancio;NO;Angola
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;c. Cansancio;NO;Bhutan
Encuesta de Inspiracion;¿Que sintomas psicosomaticos quedaron despues de la experiencia?;d.Desbalance;NO;
